old	new
SLVKM870757_Rotosphaerida_Opisthokonta	SLVKM870757_Aphelidiomycota_Opisthokonta
SLVKP096138_BasalFungi_Opisthokonta	SLVKP096138_Rozellomycota_Opisthokonta
SLVKP096164_BasalFungi_Opisthokonta	SLVKP096164_Rozellomycota_Opisthokonta
SLVKP187822_BasalFungi_Opisthokonta	SLVKP187822_Rozellomycota_Opisthokonta
SLVKP864097_InSedAmoebozoa_Amoebozoa	SLVKP864097_Variosea_Amoebozoa
SLVKR131432_BasalFungi_Opisthokonta	SLVKR131432_Rozellomycota_Opisthokonta
SLVKR779279_BasalFungi_Opisthokonta	SLVKR779279_Mucoromycota_Opisthokonta
SLVKR779281_BasalFungi_Opisthokonta	SLVKR779281_Glomeromycota_Opisthokonta
SLVKT072099_InSedOpisthokonta_Opisthokonta	SLVKT072099_InSedEukaryota_OtherEukaryota
SLVKT072120_BasalFungi_Opisthokonta	SLVKT072120_Rozellomycota_Opisthokonta
SLVKT362375_BasalFungi_Opisthokonta	SLVKT362375_Chytridiomycota_Opisthokonta
SLVKT582261_BasalFungi_Opisthokonta	SLVKT582261_Mucoromycota_Opisthokonta
SLVKT736103_BasalFungi_Opisthokonta	SLVKT736103_Mucoromycota_Opisthokonta
SLVM54937_BasalFungi_Opisthokonta	SLVM54937_Blastocladiomycota_Opisthokonta
SLVM59758_BasalFungi_Opisthokonta	SLVM59758_Chytridiomycota_Opisthokonta
SLVU35394_BasalFungi_Opisthokonta	SLVU35394_Zoopagomyceta_Opisthokonta
SLVX89435_BasalFungi_Opisthokonta	SLVX89435_Mucoromycota_Opisthokonta
SLVX89437_BasalFungi_Opisthokonta	SLVX89437_Mucoromycota_Opisthokonta
SLVY17504_BasalFungi_Opisthokonta	SLVY17504_Monoblepharomycota_Opisthokonta
SLVZ14004_BasalFungi_Opisthokonta	SLVZ14004_Glomeromycota_Opisthokonta
SLVZ14012_BasalFungi_Opisthokonta	SLVZ14012_Glomeromycota_Opisthokonta
SLVGU819262_InSedAlveolata_Alveolata	SLVGU819262_MALV-I_Alveolata
BLN1218_BasalFungi_Opisthokonta BLN1218_Rozellomycota_Opisthokonta	
